Name,Account_Number__c,Usage_Date__c,Active_Users__c,Api_Calls__c,Failed_Api_Calls__c,Key_Feature_Events__c
RR-0014-2026-08-08,RR-0014,2026-08-08,227,7945,6,2043
RR-0014-2026-08-09,RR-0014,2026-08-09,91,7189,12,364
RR-0014-2026-08-10,RR-0014,2026-08-10,243,18711,22,1458
RR-0014-2026-08-11,RR-0014,2026-08-11,203,8932,8,406
RR-0014-2026-08-12,RR-0014,2026-08-12,139,10286,6,973
RR-0014-2026-08-13,RR-0014,2026-08-13,117,7956,1,585
RR-0014-2026-08-14,RR-0014,2026-08-14,213,10011,0,639
RR-0014-2026-08-15,RR-0014,2026-08-15,238,11662,14,1904
RR-0014-2026-08-16,RR-0014,2026-08-16,108,3780,9,1080
RR-0014-2026-08-17,RR-0014,2026-08-17,219,16206,21,1971
RR-0014-2026-08-18,RR-0014,2026-08-18,132,5412,10,660
RR-0014-2026-08-19,RR-0014,2026-08-19,15,630,2,150
RR-0014-2026-08-20,RR-0014,2026-08-20,73,5110,6,219
RR-0014-2026-08-21,RR-0014,2026-08-21,114,7866,1,1026
RR-0014-2026-08-22,RR-0014,2026-08-22,131,9301,13,786
RR-0014-2026-08-23,RR-0014,2026-08-23,186,11904,13,1116
RR-0014-2026-08-24,RR-0014,2026-08-24,183,11163,21,1281
RR-0014-2026-08-25,RR-0014,2026-08-25,192,10176,27,384
RR-0014-2026-08-26,RR-0014,2026-08-26,151,10419,8,1510
RR-0014-2026-08-27,RR-0014,2026-08-27,154,4928,16,1386
RR-0014-2026-08-28,RR-0014,2026-08-28,18,486,2,144
RR-0014-2026-08-29,RR-0014,2026-08-29,26,754,3,104
RR-0014-2026-08-30,RR-0014,2026-08-30,10,280,1,80
RR-0014-2026-08-31,RR-0014,2026-08-31,163,4564,20,1467
RR-0014-2026-09-01,RR-0014,2026-09-01,27,837,2,54
RR-0014-2026-09-02,RR-0014,2026-09-02,17,1326,1,51
RR-0014-2026-09-03,RR-0014,2026-09-03,196,12740,21,980
RR-0015-2026-08-05,RR-0015,2026-08-05,173,4498,19,1730
RR-0015-2026-08-06,RR-0015,2026-08-06,75,3375,5,675
RR-0015-2026-08-07,RR-0015,2026-08-07,141,10857,16,423
RR-0015-2026-08-08,RR-0015,2026-08-08,103,5562,10,824
RR-0015-2026-08-09,RR-0015,2026-08-09,209,10450,4,836
RR-0015-2026-08-10,RR-0015,2026-08-10,102,4284,3,1020
RR-0015-2026-08-11,RR-0015,2026-08-11,203,7917,15,1218
RR-0015-2026-08-12,RR-0015,2026-08-12,62,3596,1,310
RR-0015-2026-08-13,RR-0015,2026-08-13,132,7656,6,924
RR-0015-2026-08-14,RR-0015,2026-08-14,166,5976,4,830
RR-0015-2026-08-15,RR-0015,2026-08-15,133,5852,6,532
RR-0015-2026-08-16,RR-0015,2026-08-16,50,3650,2,150
RR-0015-2026-08-17,RR-0015,2026-08-17,83,5727,6,830
RR-0015-2026-08-18,RR-0015,2026-08-18,197,13593,20,985
RR-0015-2026-08-19,RR-0015,2026-08-19,209,8987,23,1881
RR-0015-2026-08-20,RR-0015,2026-08-20,89,6675,9,534
RR-0015-2026-08-21,RR-0015,2026-08-21,227,12712,31,1816
RR-0015-2026-08-22,RR-0015,2026-08-22,163,6031,14,978
RR-0015-2026-08-23,RR-0015,2026-08-23,217,7378,14,1736
RR-0015-2026-08-24,RR-0015,2026-08-24,216,12744,1,648
RR-0015-2026-08-25,RR-0015,2026-08-25,203,8323,10,1015
RR-0015-2026-08-26,RR-0015,2026-08-26,54,2970,7,432
RR-0015-2026-08-27,RR-0015,2026-08-27,18,1098,0,72
RR-0015-2026-08-28,RR-0015,2026-08-28,74,4958,2,444
RR-0015-2026-08-29,RR-0015,2026-08-29,5,165,1,45
RR-0015-2026-08-30,RR-0015,2026-08-30,149,7450,2,1490
RR-0015-2026-08-31,RR-0015,2026-08-31,66,2046,0,264
RR-0015-2026-09-01,RR-0015,2026-09-01,111,4440,11,333
RR-0015-2026-09-02,RR-0015,2026-09-02,117,5850,10,1170
RR-0015-2026-09-03,RR-0015,2026-09-03,15,465,2,60
RR-0016-2026-08-05,RR-0016,2026-08-05,225,17100,0,1800
RR-0016-2026-08-06,RR-0016,2026-08-06,43,1247,3,344
RR-0016-2026-08-07,RR-0016,2026-08-07,44,2948,4,396
RR-0016-2026-08-08,RR-0016,2026-08-08,133,7448,0,399
RR-0016-2026-08-09,RR-0016,2026-08-09,180,4500,0,1080
RR-0016-2026-08-10,RR-0016,2026-08-10,82,4920,9,738
RR-0016-2026-08-11,RR-0016,2026-08-11,236,8260,30,944
RR-0016-2026-08-12,RR-0016,2026-08-12,206,8652,27,2060
RR-0016-2026-08-13,RR-0016,2026-08-13,85,3315,8,765
RR-0016-2026-08-14,RR-0016,2026-08-14,148,6808,11,1036
RR-0016-2026-08-15,RR-0016,2026-08-15,33,1617,2,165
RR-0016-2026-08-16,RR-0016,2026-08-16,166,11454,13,1660
RR-0016-2026-08-17,RR-0016,2026-08-17,226,7458,17,1808
RR-0016-2026-08-18,RR-0016,2026-08-18,159,9381,14,636
RR-0016-2026-08-19,RR-0016,2026-08-19,198,6336,14,1386
RR-0016-2026-08-20,RR-0016,2026-08-20,56,4424,0,504
RR-0016-2026-08-21,RR-0016,2026-08-21,115,5060,12,920
RR-0016-2026-08-22,RR-0016,2026-08-22,168,6216,24,1512
RR-0016-2026-08-23,RR-0016,2026-08-23,129,5676,2,774
RR-0016-2026-08-24,RR-0016,2026-08-24,80,2400,10,720
RR-0016-2026-08-25,RR-0016,2026-08-25,118,8260,15,826
RR-0016-2026-08-26,RR-0016,2026-08-26,187,5049,21,1496
RR-0016-2026-08-27,RR-0016,2026-08-27,189,11151,24,1512
RR-0016-2026-08-28,RR-0016,2026-08-28,153,5967,19,306
RR-0016-2026-08-29,RR-0016,2026-08-29,193,10422,23,965
RR-0016-2026-08-30,RR-0016,2026-08-30,16,896,2,128
RR-0016-2026-08-31,RR-0016,2026-08-31,5,245,0,15
RR-0016-2026-09-01,RR-0016,2026-09-01,92,6624,13,184
RR-0016-2026-09-02,RR-0016,2026-09-02,168,12096,18,672
RR-0016-2026-09-03,RR-0016,2026-09-03,5,140,3,20
RR-0017-2026-08-05,RR-0017,2026-08-05,241,12773,2,964
RR-0017-2026-08-06,RR-0017,2026-08-06,70,3640,0,490
RR-0017-2026-08-07,RR-0017,2026-08-07,63,4788,3,504
RR-0017-2026-08-08,RR-0017,2026-08-08,139,7645,19,695
RR-0017-2026-08-09,RR-0017,2026-08-09,119,4641,8,595
RR-0017-2026-08-10,RR-0017,2026-08-10,221,11271,13,1989
RR-0017-2026-08-11,RR-0017,2026-08-11,46,2944,1,230
RR-0017-2026-08-12,RR-0017,2026-08-12,93,6603,3,465
RR-0017-2026-08-13,RR-0017,2026-08-13,109,3161,6,436
RR-0017-2026-08-14,RR-0017,2026-08-14,190,5700,22,1520
RR-0017-2026-08-15,RR-0017,2026-08-15,190,6460,18,950
RR-0017-2026-08-16,RR-0017,2026-08-16,85,3995,2,170
RR-0017-2026-08-17,RR-0017,2026-08-17,205,15580,0,1435
RR-0017-2026-08-18,RR-0017,2026-08-18,78,4524,9,156
RR-0017-2026-08-19,RR-0017,2026-08-19,242,9680,2,1936
RR-0017-2026-08-20,RR-0017,2026-08-20,92,3312,0,736
RR-0017-2026-08-21,RR-0017,2026-08-21,137,9727,7,822
RR-0017-2026-08-22,RR-0017,2026-08-22,181,4525,25,1810
RR-0017-2026-08-23,RR-0017,2026-08-23,89,3827,7,801
RR-0017-2026-08-24,RR-0017,2026-08-24,219,10293,23,876
RR-0017-2026-08-25,RR-0017,2026-08-25,191,8213,19,764
RR-0017-2026-08-26,RR-0017,2026-08-26,212,7420,8,1060
RR-0017-2026-08-27,RR-0017,2026-08-27,200,5800,23,800
RR-0017-2026-08-28,RR-0017,2026-08-28,140,8400,12,700
RR-0017-2026-08-29,RR-0017,2026-08-29,210,8400,30,1050
RR-0017-2026-08-30,RR-0017,2026-08-30,236,6372,18,2360
RR-0017-2026-08-31,RR-0017,2026-08-31,98,3332,8,784
RR-0017-2026-09-01,RR-0017,2026-09-01,138,8694,12,1104
RR-0017-2026-09-02,RR-0017,2026-09-02,89,4450,0,712
RR-0017-2026-09-03,RR-0017,2026-09-03,192,10368,18,384
RR-0018-2026-08-05,RR-0018,2026-08-05,188,6768,17,940
RR-0018-2026-08-06,RR-0018,2026-08-06,103,4738,12,618
RR-0018-2026-08-07,RR-0018,2026-08-07,58,2842,4,348
RR-0018-2026-08-08,RR-0018,2026-08-08,128,5504,11,1024
RR-0018-2026-08-09,RR-0018,2026-08-09,134,6834,3,1206
RR-0018-2026-08-10,RR-0018,2026-08-10,241,7953,26,1687
RR-0018-2026-08-11,RR-0018,2026-08-11,99,3861,4,198
RR-0018-2026-08-12,RR-0018,2026-08-12,155,10230,1,775
RR-0018-2026-08-13,RR-0018,2026-08-13,218,14388,23,654
RR-0018-2026-08-14,RR-0018,2026-08-14,70,5250,3,700
RR-0018-2026-08-15,RR-0018,2026-08-15,95,7030,9,285
RR-0018-2026-08-16,RR-0018,2026-08-16,90,2430,0,270
RR-0018-2026-08-17,RR-0018,2026-08-17,75,4875,2,525
RR-0018-2026-08-18,RR-0018,2026-08-18,172,9288,7,1204
RR-0018-2026-08-19,RR-0018,2026-08-19,27,1323,0,162
RR-0018-2026-08-20,RR-0018,2026-08-20,35,2030,3,315
RR-0018-2026-08-21,RR-0018,2026-08-21,41,1640,1,287
RR-0018-2026-08-22,RR-0018,2026-08-22,43,2494,4,129
RR-0018-2026-08-23,RR-0018,2026-08-23,94,3948,6,188
RR-0018-2026-08-24,RR-0018,2026-08-24,5,355,2,10
RR-0018-2026-08-25,RR-0018,2026-08-25,146,3942,13,1314
RR-0018-2026-08-26,RR-0018,2026-08-26,145,5800,10,1450
RR-0018-2026-08-27,RR-0018,2026-08-27,81,3078,11,243
RR-0018-2026-08-28,RR-0018,2026-08-28,110,8360,3,440
RR-0018-2026-08-29,RR-0018,2026-08-29,173,7785,23,519
RR-0018-2026-08-30,RR-0018,2026-08-30,79,3239,8,790
RR-0018-2026-08-31,RR-0018,2026-08-31,42,2772,1,126
RR-0018-2026-09-01,RR-0018,2026-09-01,48,1680,1,144
RR-0018-2026-09-02,RR-0018,2026-09-02,5,155,3,35
RR-0018-2026-09-03,RR-0018,2026-09-03,145,8990,20,435
RR-0019-2026-08-05,RR-0019,2026-08-05,225,16650,26,1800
RR-0019-2026-08-06,RR-0019,2026-08-06,122,8174,0,610
RR-0019-2026-08-07,RR-0019,2026-08-07,245,7105,22,735
RR-0019-2026-08-08,RR-0019,2026-08-08,49,2989,4,343
RR-0019-2026-08-09,RR-0019,2026-08-09,208,14144,20,416
RR-0019-2026-08-10,RR-0019,2026-08-10,158,7742,9,1264
RR-0019-2026-08-11,RR-0019,2026-08-11,149,10281,5,1043
RR-0019-2026-08-12,RR-0019,2026-08-12,157,4710,19,785
RR-0019-2026-08-13,RR-0019,2026-08-13,119,4641,12,833
RR-0019-2026-08-14,RR-0019,2026-08-14,248,11904,26,1736
RR-0019-2026-08-15,RR-0019,2026-08-15,116,7540,9,928
RR-0019-2026-08-16,RR-0019,2026-08-16,150,8100,16,1500
RR-0019-2026-08-17,RR-0019,2026-08-17,88,7040,4,352
RR-0019-2026-08-18,RR-0019,2026-08-18,69,2415,0,414
RR-0019-2026-08-19,RR-0019,2026-08-19,80,3440,2,800
RR-0019-2026-08-20,RR-0019,2026-08-20,259,15281,14,1295
RR-0019-2026-08-21,RR-0019,2026-08-21,71,1988,9,639
RR-0019-2026-08-22,RR-0019,2026-08-22,49,2499,6,490
RR-0019-2026-08-23,RR-0019,2026-08-23,144,6912,14,1296
RR-0019-2026-08-24,RR-0019,2026-08-24,59,2537,5,177
RR-0019-2026-08-25,RR-0019,2026-08-25,178,6586,12,890
RR-0019-2026-08-26,RR-0019,2026-08-26,58,3538,4,290
RR-0019-2026-08-27,RR-0019,2026-08-27,47,2115,4,235
RR-0019-2026-08-28,RR-0019,2026-08-28,112,5264,4,336
RR-0019-2026-08-29,RR-0019,2026-08-29,208,10400,1,624
RR-0019-2026-08-30,RR-0019,2026-08-30,194,5238,3,1358
RR-0019-2026-08-31,RR-0019,2026-08-31,230,7360,5,1610
RR-0019-2026-09-01,RR-0019,2026-09-01,254,13716,18,2540
RR-0019-2026-09-02,RR-0019,2026-09-02,82,5986,3,328
RR-0019-2026-09-03,RR-0019,2026-09-03,96,4032,6,960
RR-0020-2026-08-05,RR-0020,2026-08-05,143,8437,1,858
RR-0020-2026-08-06,RR-0020,2026-08-06,131,6943,16,524
RR-0020-2026-08-07,RR-0020,2026-08-07,225,10350,12,1125
RR-0020-2026-08-08,RR-0020,2026-08-08,149,8493,8,1341
RR-0020-2026-08-09,RR-0020,2026-08-09,200,5000,18,1800
RR-0020-2026-08-10,RR-0020,2026-08-10,171,9405,4,684
RR-0020-2026-08-11,RR-0020,2026-08-11,253,8855,21,2277
RR-0020-2026-08-12,RR-0020,2026-08-12,133,9044,10,1064
RR-0020-2026-08-13,RR-0020,2026-08-13,182,14560,15,1820
RR-0020-2026-08-14,RR-0020,2026-08-14,94,6016,5,658
RR-0020-2026-08-15,RR-0020,2026-08-15,129,4386,16,258
RR-0020-2026-08-16,RR-0020,2026-08-16,192,9600,20,960
RR-0020-2026-08-17,RR-0020,2026-08-17,50,1750,4,400
RR-0020-2026-08-18,RR-0020,2026-08-18,226,14238,24,1582
RR-0020-2026-08-19,RR-0020,2026-08-19,63,4851,7,252
RR-0020-2026-08-20,RR-0020,2026-08-20,253,17710,24,2277
RR-0020-2026-08-21,RR-0020,2026-08-21,103,3399,12,309
RR-0020-2026-08-22,RR-0020,2026-08-22,157,8635,1,942
RR-0020-2026-08-23,RR-0020,2026-08-23,100,4000,10,600
RR-0020-2026-08-24,RR-0020,2026-08-24,144,3888,12,864
RR-0020-2026-08-25,RR-0020,2026-08-25,248,14384,29,1984
RR-0020-2026-08-26,RR-0020,2026-08-26,144,6768,11,432
RR-0020-2026-08-27,RR-0020,2026-08-27,121,3751,7,968
RR-0020-2026-08-28,RR-0020,2026-08-28,216,7992,10,432
RR-0020-2026-08-29,RR-0020,2026-08-29,254,8636,25,1524
RR-0020-2026-08-30,RR-0020,2026-08-30,237,9243,5,1896
RR-0020-2026-08-31,RR-0020,2026-08-31,73,5548,10,511
RR-0020-2026-09-01,RR-0020,2026-09-01,193,14475,7,1158
RR-0020-2026-09-02,RR-0020,2026-09-02,187,14399,3,1870
RR-0020-2026-09-03,RR-0020,2026-09-03,233,7922,7,2097
RR-0021-2026-08-05,RR-0021,2026-08-05,113,5876,14,226
RR-0021-2026-08-06,RR-0021,2026-08-06,221,9282,9,1547
RR-0021-2026-08-07,RR-0021,2026-08-07,212,12084,25,2120
RR-0021-2026-08-08,RR-0021,2026-08-08,131,8777,2,786
RR-0021-2026-08-09,RR-0021,2026-08-09,251,11546,24,2510
RR-0021-2026-08-10,RR-0021,2026-08-10,116,7192,5,1044
RR-0021-2026-08-11,RR-0021,2026-08-11,223,7582,6,669
RR-0021-2026-08-12,RR-0021,2026-08-12,258,14448,2,774
RR-0021-2026-08-13,RR-0021,2026-08-13,113,8249,16,678
RR-0021-2026-08-14,RR-0021,2026-08-14,204,9384,11,1632
RR-0021-2026-08-15,RR-0021,2026-08-15,209,7733,0,836
RR-0021-2026-08-16,RR-0021,2026-08-16,144,8784,12,1008
RR-0021-2026-08-17,RR-0021,2026-08-17,250,14250,19,1500
RR-0021-2026-08-18,RR-0021,2026-08-18,46,2162,2,368
RR-0021-2026-08-19,RR-0021,2026-08-19,67,4757,6,402
RR-0021-2026-08-20,RR-0021,2026-08-20,111,4218,1,333
RR-0021-2026-08-21,RR-0021,2026-08-21,166,5478,3,664
RR-0021-2026-08-22,RR-0021,2026-08-22,153,12087,12,306
RR-0021-2026-08-23,RR-0021,2026-08-23,130,8190,3,1170
RR-0021-2026-08-24,RR-0021,2026-08-24,238,13090,5,714
RR-0021-2026-08-25,RR-0021,2026-08-25,212,5512,1,848
RR-0021-2026-08-26,RR-0021,2026-08-26,245,13230,22,490
RR-0021-2026-08-27,RR-0021,2026-08-27,227,8626,4,1816
RR-0021-2026-08-28,RR-0021,2026-08-28,255,9180,6,1530
RR-0021-2026-08-29,RR-0021,2026-08-29,150,8100,1,750
RR-0021-2026-08-30,RR-0021,2026-08-30,64,3392,1,512
RR-0021-2026-08-31,RR-0021,2026-08-31,241,13978,16,723
RR-0021-2026-09-01,RR-0021,2026-09-01,48,1488,2,288
RR-0021-2026-09-02,RR-0021,2026-09-02,222,6438,12,1776
RR-0021-2026-09-03,RR-0021,2026-09-03,59,3776,8,472
RR-0022-2026-08-05,RR-0022,2026-08-05,139,8201,4,695
RR-0022-2026-08-06,RR-0022,2026-08-06,69,5244,6,552
RR-0022-2026-08-07,RR-0022,2026-08-07,220,6600,10,1100
RR-0022-2026-08-08,RR-0022,2026-08-08,209,13376,14,1045
RR-0022-2026-08-09,RR-0022,2026-08-09,192,8064,21,384
RR-0022-2026-08-10,RR-0022,2026-08-10,60,3360,6,360
RR-0022-2026-08-11,RR-0022,2026-08-11,107,5564,12,963
RR-0022-2026-08-12,RR-0022,2026-08-12,213,11715,17,1065
RR-0022-2026-08-13,RR-0022,2026-08-13,180,14400,19,1800
RR-0022-2026-08-14,RR-0022,2026-08-14,65,4030,0,390
RR-0022-2026-08-15,RR-0022,2026-08-15,212,13144,6,1484
RR-0022-2026-08-16,RR-0022,2026-08-16,107,3210,5,535
RR-0022-2026-08-17,RR-0022,2026-08-17,92,6900,8,920
RR-0022-2026-08-18,RR-0022,2026-08-18,183,7686,12,549
RR-0022-2026-08-19,RR-0022,2026-08-19,22,1452,2,132
RR-0022-2026-08-20,RR-0022,2026-08-20,98,2744,10,784
RR-0022-2026-08-21,RR-0022,2026-08-21,85,2125,3,510
RR-0022-2026-08-22,RR-0022,2026-08-22,63,2835,5,378
RR-0022-2026-08-23,RR-0022,2026-08-23,100,7900,10,900
RR-0022-2026-08-24,RR-0022,2026-08-24,104,3536,2,416
RR-0022-2026-08-25,RR-0022,2026-08-25,168,5208,5,840
RR-0022-2026-08-26,RR-0022,2026-08-26,168,7056,9,840
RR-0022-2026-08-27,RR-0022,2026-08-27,37,1369,4,296
RR-0022-2026-08-28,RR-0022,2026-08-28,11,429,0,99
RR-0022-2026-08-29,RR-0022,2026-08-29,26,1404,1,234
RR-0022-2026-08-30,RR-0022,2026-08-30,150,7800,14,300
RR-0022-2026-08-31,RR-0022,2026-08-31,81,5670,0,486
RR-0022-2026-09-01,RR-0022,2026-09-01,113,8814,16,565
RR-0022-2026-09-02,RR-0022,2026-09-02,12,816,1,108
RR-0022-2026-09-03,RR-0022,2026-09-03,105,7035,8,630
RR-0023-2026-08-05,RR-0023,2026-08-05,154,6314,8,1078
RR-0023-2026-08-06,RR-0023,2026-08-06,179,5370,3,1432
RR-0023-2026-08-07,RR-0023,2026-08-07,86,6020,7,430
RR-0023-2026-08-08,RR-0023,2026-08-08,177,13275,7,1770
RR-0023-2026-08-09,RR-0023,2026-08-09,176,13200,6,1232
RR-0023-2026-08-10,RR-0023,2026-08-10,194,12222,5,1358
RR-0023-2026-08-11,RR-0023,2026-08-11,235,14335,27,470
RR-0023-2026-08-12,RR-0023,2026-08-12,197,8865,28,591
RR-0023-2026-08-13,RR-0023,2026-08-13,150,6300,16,900
RR-0023-2026-08-14,RR-0023,2026-08-14,55,1595,4,550
RR-0023-2026-08-15,RR-0023,2026-08-15,41,1353,4,246
RR-0023-2026-08-16,RR-0023,2026-08-16,188,8084,15,940
RR-0023-2026-08-17,RR-0023,2026-08-17,193,11773,27,1351
RR-0023-2026-08-18,RR-0023,2026-08-18,23,1840,0,184
RR-0023-2026-08-19,RR-0023,2026-08-19,97,6111,10,582
RR-0023-2026-08-20,RR-0023,2026-08-20,120,4800,16,480
RR-0023-2026-08-21,RR-0023,2026-08-21,208,7904,22,1872
RR-0023-2026-08-22,RR-0023,2026-08-22,5,210,0,25
RR-0023-2026-08-23,RR-0023,2026-08-23,133,9975,16,931
RR-0023-2026-08-24,RR-0023,2026-08-24,208,6656,11,1248
RR-0023-2026-08-25,RR-0023,2026-08-25,43,1634,3,215
RR-0023-2026-08-26,RR-0023,2026-08-26,167,7682,18,1670
RR-0023-2026-08-27,RR-0023,2026-08-27,5,155,2,25
RR-0023-2026-08-28,RR-0023,2026-08-28,98,5586,1,588
RR-0023-2026-08-29,RR-0023,2026-08-29,10,480,3,30
RR-0023-2026-08-30,RR-0023,2026-08-30,19,1387,3,114
RR-0023-2026-08-31,RR-0023,2026-08-31,30,2190,4,60
RR-0023-2026-09-01,RR-0023,2026-09-01,12,552,0,72
RR-0023-2026-09-02,RR-0023,2026-09-02,150,8400,17,750
RR-0023-2026-09-03,RR-0023,2026-09-03,12,936,2,96
RR-0024-2026-08-05,RR-0024,2026-08-05,138,3864,12,690
RR-0024-2026-08-06,RR-0024,2026-08-06,207,11592,12,1035
RR-0024-2026-08-07,RR-0024,2026-08-07,46,1380,0,138
RR-0024-2026-08-08,RR-0024,2026-08-08,49,1568,4,294
RR-0024-2026-08-09,RR-0024,2026-08-09,232,13224,16,2088
RR-0024-2026-08-10,RR-0024,2026-08-10,157,6751,9,314
RR-0024-2026-08-11,RR-0024,2026-08-11,133,6650,8,1197
RR-0024-2026-08-12,RR-0024,2026-08-12,117,7956,4,1053
RR-0024-2026-08-13,RR-0024,2026-08-13,181,11403,9,362
RR-0024-2026-08-14,RR-0024,2026-08-14,69,2967,1,690
RR-0024-2026-08-15,RR-0024,2026-08-15,109,6322,0,763
RR-0024-2026-08-16,RR-0024,2026-08-16,34,1394,0,136
RR-0024-2026-08-17,RR-0024,2026-08-17,143,5005,15,858
RR-0024-2026-08-18,RR-0024,2026-08-18,38,1748,2,114
RR-0024-2026-08-19,RR-0024,2026-08-19,189,10962,16,945
RR-0024-2026-08-20,RR-0024,2026-08-20,124,9796,1,248
RR-0024-2026-08-21,RR-0024,2026-08-21,230,15640,4,2070
RR-0024-2026-08-22,RR-0024,2026-08-22,102,7650,12,714
RR-0024-2026-08-23,RR-0024,2026-08-23,104,3432,0,520
RR-0024-2026-08-24,RR-0024,2026-08-24,135,7830,15,810
RR-0024-2026-08-25,RR-0024,2026-08-25,206,11124,14,824
RR-0024-2026-08-26,RR-0024,2026-08-26,183,6222,1,549
RR-0024-2026-08-27,RR-0024,2026-08-27,28,1820,4,196
RR-0024-2026-08-28,RR-0024,2026-08-28,47,3525,2,188
RR-0024-2026-08-29,RR-0024,2026-08-29,43,2666,2,172
RR-0024-2026-08-30,RR-0024,2026-08-30,189,13797,18,378
RR-0024-2026-08-31,RR-0024,2026-08-31,200,15600,28,1800
RR-0024-2026-09-01,RR-0024,2026-09-01,100,4900,3,1000
RR-0024-2026-09-02,RR-0024,2026-09-02,177,13629,12,354
RR-0024-2026-09-03,RR-0024,2026-09-03,78,4524,3,546
RR-0025-2026-08-05,RR-0025,2026-08-05,158,6952,10,1106
RR-0025-2026-08-06,RR-0025,2026-08-06,234,6084,30,2340
RR-0025-2026-08-07,RR-0025,2026-08-07,119,6426,14,833
RR-0025-2026-08-08,RR-0025,2026-08-08,111,8103,1,333
RR-0025-2026-08-09,RR-0025,2026-08-09,221,7735,5,1326
RR-0025-2026-08-10,RR-0025,2026-08-10,75,3375,6,300
RR-0025-2026-08-11,RR-0025,2026-08-11,177,6372,21,1593
RR-0025-2026-08-12,RR-0025,2026-08-12,119,4641,4,1071
RR-0025-2026-08-13,RR-0025,2026-08-13,61,1830,0,122
RR-0025-2026-08-14,RR-0025,2026-08-14,207,13869,25,2070
RR-0025-2026-08-15,RR-0025,2026-08-15,175,13475,2,1750
RR-0025-2026-08-16,RR-0025,2026-08-16,194,10864,1,582
RR-0025-2026-08-17,RR-0025,2026-08-17,101,6262,8,303
RR-0025-2026-08-18,RR-0025,2026-08-18,259,8029,29,1554
RR-0025-2026-08-19,RR-0025,2026-08-19,165,9900,22,1485
RR-0025-2026-08-20,RR-0025,2026-08-20,86,6708,4,344
RR-0025-2026-08-21,RR-0025,2026-08-21,81,4131,6,243
RR-0025-2026-08-22,RR-0025,2026-08-22,200,10000,27,400
RR-0025-2026-08-23,RR-0025,2026-08-23,108,2808,3,1080
RR-0025-2026-08-24,RR-0025,2026-08-24,144,8496,16,1152
RR-0025-2026-08-25,RR-0025,2026-08-25,199,8159,17,1393
RR-0025-2026-08-26,RR-0025,2026-08-26,140,5180,15,1400
RR-0025-2026-08-27,RR-0025,2026-08-27,209,10241,6,1672
RR-0025-2026-08-28,RR-0025,2026-08-28,96,4224,4,672
RR-0025-2026-08-29,RR-0025,2026-08-29,54,1944,0,270
RR-0025-2026-08-30,RR-0025,2026-08-30,249,17928,26,747
RR-0025-2026-08-31,RR-0025,2026-08-31,75,4575,7,675
RR-0025-2026-09-01,RR-0025,2026-09-01,244,9760,14,2196
RR-0025-2026-09-02,RR-0025,2026-09-02,125,3500,11,625
RR-0025-2026-09-03,RR-0025,2026-09-03,121,8712,11,726
RR-0026-2026-08-05,RR-0026,2026-08-05,197,15760,15,985
RR-0026-2026-08-06,RR-0026,2026-08-06,253,19734,5,759
RR-0026-2026-08-07,RR-0026,2026-08-07,97,6596,9,485
RR-0026-2026-08-08,RR-0026,2026-08-08,240,14640,13,720
RR-0026-2026-08-09,RR-0026,2026-08-09,82,5904,2,328
RR-0026-2026-08-10,RR-0026,2026-08-10,165,13200,15,495
RR-0026-2026-08-11,RR-0026,2026-08-11,164,7216,22,1312
RR-0026-2026-08-12,RR-0026,2026-08-12,72,5472,7,504
RR-0026-2026-08-13,RR-0026,2026-08-13,110,4070,15,220
RR-0026-2026-08-14,RR-0026,2026-08-14,127,8128,11,889
RR-0026-2026-08-15,RR-0026,2026-08-15,112,8400,0,336
RR-0026-2026-08-16,RR-0026,2026-08-16,179,8234,9,537
RR-0026-2026-08-17,RR-0026,2026-08-17,36,1440,1,324
RR-0026-2026-08-18,RR-0026,2026-08-18,189,11529,23,1323
RR-0026-2026-08-19,RR-0026,2026-08-19,50,3800,7,300
RR-0026-2026-08-20,RR-0026,2026-08-20,85,6630,0,170
RR-0026-2026-08-21,RR-0026,2026-08-21,63,3843,3,504
RR-0026-2026-08-22,RR-0026,2026-08-22,182,8008,17,1274
RR-0026-2026-08-23,RR-0026,2026-08-23,158,12640,2,1264
RR-0026-2026-08-24,RR-0026,2026-08-24,139,10842,18,1251
RR-0026-2026-08-25,RR-0026,2026-08-25,174,4350,5,1044
RR-0026-2026-08-26,RR-0026,2026-08-26,122,9760,15,244
RR-0026-2026-08-27,RR-0026,2026-08-27,131,8515,16,1179
RR-0026-2026-08-28,RR-0026,2026-08-28,51,3825,2,459
RR-0026-2026-08-29,RR-0026,2026-08-29,171,10431,2,1368
RR-0026-2026-08-30,RR-0026,2026-08-30,104,4992,12,208
RR-0026-2026-08-31,RR-0026,2026-08-31,161,7889,11,644
RR-0026-2026-09-01,RR-0026,2026-09-01,38,2318,1,342
RR-0026-2026-09-02,RR-0026,2026-09-02,95,3420,13,855
RR-0026-2026-09-03,RR-0026,2026-09-03,5,145,0,30
RR-0027-2026-08-05,RR-0027,2026-08-05,93,3162,5,744
RR-0027-2026-08-06,RR-0027,2026-08-06,257,6682,11,2056
RR-0027-2026-08-07,RR-0027,2026-08-07,110,5830,4,550
RR-0027-2026-08-08,RR-0027,2026-08-08,124,3968,17,1116
RR-0027-2026-08-09,RR-0027,2026-08-09,237,12324,2,948
RR-0027-2026-08-10,RR-0027,2026-08-10,227,12485,2,1362
RR-0027-2026-08-11,RR-0027,2026-08-11,169,4901,7,1352
RR-0027-2026-08-12,RR-0027,2026-08-12,159,10971,22,795
